  0.100381494      -4.43852544E-02
  0.101147391       4.51296940E-03
  0.101919137       4.52511990E-03
  0.102696769       4.53556655E-03
  0.103480324       4.54464415E-03
  0.104269862       4.55260510E-03
  0.105065428       4.55964450E-03
  0.105867065       4.66060312E-03
  0.106674820       4.72139660E-03
  0.107488729       4.76460485E-03
  0.108308852       4.79689101E-03
  0.109135240       4.82193381E-03
  0.109967925       4.83401213E-03
  0.110806957       4.85824421E-03
  0.111652397       4.87182569E-03
  0.112504289       4.88330331E-03
  0.113362685       4.89312923E-03
  0.114227630       4.90163686E-03
  0.115099169       4.90907347E-03
  0.115977362       4.99131018E-03
  0.116862252       5.03901672E-03
  0.117753893       5.07282419E-03
  0.118652344       5.09803463E-03
  0.119557641       4.92232479E-03
  0.120469853       5.13311848E-03
  0.121389017       5.14581613E-03
  0.122315198       5.15637081E-03
  0.123248443       5.16528403E-03
  0.124188818       5.17291157E-03
  0.125136375       5.17951045E-03
  0.126091138       5.24060288E-03
  0.127053186       5.27526671E-03
  0.128022581       5.29994909E-03
  0.128999382       5.31841675E-03
  0.129983634       5.33079822E-03
  0.130975395       5.34421019E-03
  0.131974712       5.35356905E-03
  0.132981658       5.36136143E-03
  0.133996293       5.36794914E-03
  0.135018677       5.37359202E-03
  0.136048853       5.41224144E-03
  0.137086868       5.43743651E-03
  0.138132825       5.45540359E-03
  0.139186770       5.46886353E-03
  0.140248746       5.49415173E-03
  0.141318828       5.48768323E-03
  0.142397076       5.49452053E-03
  0.143483534       5.50021278E-03
  0.144578293       5.50502865E-03
  0.145681411       5.50915394E-03
  0.146792948       5.54172741E-03
  0.147912949       5.55507513E-03
  0.149041504       5.56500349E-03
  0.150178671       5.57990978E-03
  0.151324511       5.57878660E-03
  0.152479112       5.58376592E-03
  0.153642505       5.58790099E-03
  0.154814765       5.59139065E-03
  0.155995980       5.59437368E-03
  0.157186210       5.61343553E-03
  0.158385515       5.62060997E-03
  0.159593970       5.60944108E-03
  0.160811663       5.63035812E-03
  0.162038624       5.63382078E-03
